Name,DataType,Description,DataTypeID,Retentive,Force2,DisplayFormat,ArrayDimension1,ArrayDimension2,Publish,MarkAsUsed,MaxLength,InitialValue,DataSource,DataSourceClsid,IOAddress,IOAddressOffset,IOAddressAlias,Input_VTL,Output_VTL,extra_properties
FO_4C_TANK_WORK_REG,WORD,Fuel Oil #4-C Tank,,YES,,Decimal,4,0,False,NO,16,"0, 0, 0, 0",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R10740,,,,,
FO_4C_TANK_WORK_REG[0],WORD,Fuel Oil #4-C Tank Input,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R10740,,,,,
FO_4C_TANK_WORK_REG[1],INT,Fuel Oil #4-C Tank Total,,YES,,Decimal,0,0,False,NO,16,185,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R10741,,,,,
FO_4C_TANK_WORK_REG[2],INT,Fuel Oil #4-C Tank Increment,,YES,,Decimal,0,0,False,NO,16,370,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R10742,,,,,
FO_4C_TANK_WORK_REG[3],INT,Fuel Oil #4-C Tank Output,,YES,,Decimal,0,0,False,NO,16,185,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R10743,,,,,
ME_2P_TANK_WORK_REG,WORD,Methanol #2-P Tank,,YES,,Decimal,4,0,False,NO,16,"0, 0, 0, 0",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R10990,,,,,
ME_2P_TANK_WORK_REG[0],WORD,Methanol #2-P Tank Input,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R10990,,,,,
ME_2P_TANK_WORK_REG[1],INT,Methanol #2-P Tank Total,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R10991,,,,,
ME_2P_TANK_WORK_REG[2],INT,Methanol #2-P Tank Increment,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R10992,,,,,
ME_2P_TANK_WORK_REG[3],INT,Methanol #2-P Tank Output,,YES,,Decimal,0,0,False,NO,16,21,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R10993,,,,,
ME_2S_TANK_WORK_REG,WORD,Methanol #2-S Tank,,YES,,Decimal,4,0,False,NO,16,"0, 0, 0, 0",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R11240,,,,,
ME_2S_TANK_WORK_REG[0],WORD,Methanol #2-S Tank Input,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R11240,,,,,
ME_2S_TANK_WORK_REG[1],INT,Methanol #2-S Tank Total,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R11241,,,,,
ME_2S_TANK_WORK_REG[2],INT,Methanol #2-S Tank Increment,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R11242,,,,,
ME_2S_TANK_WORK_REG[3],INT,Methanol #2-S Tank Output,,YES,,Decimal,0,0,False,NO,16,34,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R11243,,,,,
FO_5C_TANK_WORK_REG,WORD,Fuel Oil #5-C Tank,,YES,,Decimal,4,0,False,NO,16,"0, 0, 0, 0",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R11490,,,,,
FO_5C_TANK_WORK_REG[0],WORD,Fuel Oil #5-C Tank Input,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R11490,,,,,
FO_5C_TANK_WORK_REG[1],INT,Fuel Oil #5-C Tank Total,,YES,,Decimal,0,0,False,NO,16,89,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R11491,,,,,
FO_5C_TANK_WORK_REG[2],INT,Fuel Oil #5-C Tank Increment,,YES,,Decimal,0,0,False,NO,16,179,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R11492,,,,,
FO_5C_TANK_WORK_REG[3],INT,Fuel Oil #5-C Tank Output,,YES,,Decimal,0,0,False,NO,16,89,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R11493,,,,,
FO_5P_TANK_WORK_REG,WORD,Fuel Oil #5-P Tank,,YES,,Decimal,4,0,False,NO,16,"0, 0, 0, 0",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R11740,,,,,
FO_5P_TANK_WORK_REG[0],WORD,Fuel Oil #5-P Tank Input,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R11740,,,,,
FO_5P_TANK_WORK_REG[1],INT,Fuel Oil #5-P Tank Total,,YES,,Decimal,0,0,False,NO,16,481,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R11741,,,,,
FO_5P_TANK_WORK_REG[2],INT,Fuel Oil #5-P Tank Increment,,YES,,Decimal,0,0,False,NO,16,962,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R11742,,,,,
FO_5P_TANK_WORK_REG[3],INT,Fuel Oil #5-P Tank Output,,YES,,Decimal,0,0,False,NO,16,482,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R11743,,,,,
FO_5S_TANK_WORK_REG,WORD,Fuel Oil #5-S Tank,,YES,,Decimal,4,0,False,NO,16,"0, 0, 0, 0",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R11990,,,,,
FO_5S_TANK_WORK_REG[0],WORD,Fuel Oil #5-S Tank Input,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R11990,,,,,
FO_5S_TANK_WORK_REG[1],INT,Fuel Oil #5-S Tank Total,,YES,,Decimal,0,0,False,NO,16,186,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R11991,,,,,
FO_5S_TANK_WORK_REG[2],INT,Fuel Oil #5-S Tank Increment,,YES,,Decimal,0,0,False,NO,16,560,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R11992,,,,,
FO_5S_TANK_WORK_REG[3],INT,Fuel Oil #5-S Tank Output,,YES,,Decimal,0,0,False,NO,16,186,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R11993,,,,,
FO_6C_TANK_WORK_REG,WORD,Fuel Oil #6-C Tank,,YES,,Decimal,4,0,False,NO,16,"0, 0, 0, 0",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R12240,,,,,
FO_6C_TANK_WORK_REG[0],WORD,Fuel Oil #6-C Tank Input,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R12240,,,,,
FO_6C_TANK_WORK_REG[1],INT,Fuel Oil #6-C Tank Total,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R12241,,,,,
FO_6C_TANK_WORK_REG[2],INT,Fuel Oil #6-C Tank Increment,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R12242,,,,,
FO_6C_TANK_WORK_REG[3],INT,Fuel Oil #6-C Tank Output,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R12243,,,,,
FO_OVFL_WORK_REG,WORD,Fuel Oil OverFlow Tank,,YES,,Decimal,4,0,False,NO,16,"0, 0, 0, 0",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R12490,,,,,
FO_OVFL_WORK_REG[0],WORD,Fuel Oil OverFlow Tank Input,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R12490,,,,,
FO_OVFL_WORK_REG[1],INT,Fuel Oil OverFlow Tank Total,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R12491,,,,,
FO_OVFL_WORK_REG[2],INT,Fuel Oil OverFlow Tank Increment,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R12492,,,,,
FO_OVFL_WORK_REG[3],INT,Fuel Oil OverFlow Tank Output,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R12493,,,,,
BS_AR1_WORK_REG,WORD,Ballast Anti Roll #1 Tank,,YES,,Decimal,4,0,False,NO,16,"0, 0, 0, 0",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R12740,,,,,
BS_AR1_WORK_REG[0],WORD,Ballast Anti Roll #1 Tank Input,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R12740,,,,,
BS_AR1_WORK_REG[1],INT,Ballast Anti Roll #1 Tank Total,,YES,,Decimal,0,0,False,NO,16,603,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R12741,,,,,
BS_AR1_WORK_REG[2],INT,Ballast Anti Roll #1 Tank Increment,,YES,,Decimal,0,0,False,NO,16,1206,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R12742,,,,,
BS_AR1_WORK_REG[3],INT,Ballast Anti Roll #1 Tank Output,,YES,,Decimal,0,0,False,NO,16,603,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R12743,,,,,
BS_AR2_WORK_REG,WORD,Ballast Anti Roll #2 Tank,,YES,,Decimal,4,0,False,NO,16,"0, 0, 0, 0",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R12990,,,,,
BS_AR2_WORK_REG[0],WORD,Ballast Anti Roll #2 Tank Input,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R12990,,,,,
BS_AR2_WORK_REG[1],INT,Ballast Anti Roll #2 Tank Total,,YES,,Decimal,0,0,False,NO,16,588,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R12991,,,,,
BS_AR2_WORK_REG[2],INT,Ballast Anti Roll #2 Tank Increment,,YES,,Decimal,0,0,False,NO,16,1176,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R12992,,,,,
BS_AR2_WORK_REG[3],INT,Ballast Anti Roll #2 Tank Output,,YES,,Decimal,0,0,False,NO,16,589,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R12993,,,,,
FO_3C_TANK_WORK_REG,WORD,Fuel Oil #3-C Tank,,YES,,Decimal,4,0,False,NO,16,"0, 0, 0, 0",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R13240,,,,,
FO_3C_TANK_WORK_REG[0],WORD,Fuel Oil #3-C Tank Input,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R13240,,,,,
FO_3C_TANK_WORK_REG[1],INT,Fuel Oil #3-C Tank Total,,YES,,Decimal,0,0,False,NO,16,149,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R13241,,,,,
FO_3C_TANK_WORK_REG[2],INT,Fuel Oil #3-C Tank Increment,,YES,,Decimal,0,0,False,NO,16,448,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R13242,,,,,
FO_3C_TANK_WORK_REG[3],INT,Fuel Oil #3-C Tank Output,,YES,,Decimal,0,0,False,NO,16,149,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R13243,,,,,
ME_1P_TANK_WORK_REG,WORD,Methanol #1-P Tank,,YES,,Decimal,4,0,False,NO,16,"0, 0, 0, 0",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R13490,,,,,
ME_1P_TANK_WORK_REG[0],WORD,Methanol #1-P Tank Input,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R13490,,,,,
ME_1P_TANK_WORK_REG[1],INT,Methanol #1-P Tank Total,,YES,,Decimal,0,0,False,NO,16,2,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R13491,,,,,
ME_1P_TANK_WORK_REG[2],INT,Methanol #1-P Tank Increment,,YES,,Decimal,0,0,False,NO,16,4,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R13492,,,,,
ME_1P_TANK_WORK_REG[3],INT,Methanol #1-P Tank Output,,YES,,Decimal,0,0,False,NO,16,2,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R13493,,,,,
ME_1S_TANK_WORK_REG,WORD,Methanol #1-S Tank,,YES,,Decimal,4,0,False,NO,16,"0, 0, 0, 0",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R13740,,,,,
ME_1S_TANK_WORK_REG[0],WORD,Methanol #1-S Tank Input,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R13740,,,,,
ME_1S_TANK_WORK_REG[1],INT,Methanol #1-S Tank Total,,YES,,Decimal,0,0,False,NO,16,11,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R13741,,,,,
ME_1S_TANK_WORK_REG[2],INT,Methanol #1-S Tank Increment,,YES,,Decimal,0,0,False,NO,16,22,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R13742,,,,,
ME_1S_TANK_WORK_REG[3],INT,Methanol #1-S Tank Output,,YES,,Decimal,0,0,False,NO,16,11,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R13743,,,,,
BS_7C_WORK_REG,WORD,Ballast #7-C Tank,,YES,,Decimal,4,0,False,NO,16,"0, 0, 0, 0",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R13990,,,,,
BS_7C_WORK_REG[0],WORD,Ballast #7-C Tank Input,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R13990,,,,,
BS_7C_WORK_REG[1],INT,Ballast #7-C Tank Total,,YES,,Decimal,0,0,False,NO,16,265,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R13991,,,,,
BS_7C_WORK_REG[2],INT,Ballast #7-C Tank Increment,,YES,,Decimal,0,0,False,NO,16,529,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R13992,,,,,
BS_7C_WORK_REG[3],INT,Ballast #7-C Tank Output,,YES,,Decimal,0,0,False,NO,16,262,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R13993,,,,,
FO_6P_WORK_REG,WORD,Fuel Oil #6-P Tank,,YES,,Decimal,4,0,False,NO,16,"0, 0, 0, 0",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R14240,,,,,
FO_6P_WORK_REG[0],WORD,Fuel Oil #6-P Tank Input,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R14240,,,,,
FO_6P_WORK_REG[1],INT,Fuel Oil #6-P Tank Total,,YES,,Decimal,0,0,False,NO,16,75,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R14241,,,,,
FO_6P_WORK_REG[2],INT,Fuel Oil #6-P Tank Increment,,YES,,Decimal,0,0,False,NO,16,224,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R14242,,,,,
FO_6P_WORK_REG[3],INT,Fuel Oil #6-P Tank Output,,YES,,Decimal,0,0,False,NO,16,74,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R14243,,,,,
FO_6S_WORK_REG,WORD,Fuel Oil #6-S Tank,,YES,,Decimal,4,0,False,NO,16,"0, 0, 0, 0",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R14490,,,,,
FO_6S_WORK_REG[0],WORD,Fuel Oil #6-S Tank Input,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R14490,,,,,
FO_6S_WORK_REG[1],INT,Fuel Oil #6-S Tank Total,,YES,,Decimal,0,0,False,NO,16,123,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R14491,,,,,
FO_6S_WORK_REG[2],INT,Fuel Oil #6-S Tank Increment,,YES,,Decimal,0,0,False,NO,16,491,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R14492,,,,,
FO_6S_WORK_REG[3],INT,Fuel Oil #6-S Tank Output,,YES,,Decimal,0,0,False,NO,16,122,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R14493,,,,,
FO_DO_WORK_REG[0],WORD,Fuel Oil Dirty Oil Tank Input,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},,,,,,
FO_DO_WORK_REG[1],WORD,Fuel Oil Dirty Oil Tank Total,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},,,,,,
FO_DO_WORK_REG[2],WORD,Fuel Oil Dirty Oil Tank Increment,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},,,,,,
FO_DO_WORK_REG[3],WORD,Fuel Oil Dirty Oil Tank Output,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},,,,,,
FO_7P_TANK_WORK_REG,WORD,Fuel Oil #7-P Tank,,YES,,Decimal,4,0,False,NO,16,"0, 0, 0, 0",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R14990,,,,,
FO_7P_TANK_WORK_REG[0],WORD,Fuel Oil #7-P Tank Input,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R14990,,,,,
FO_7P_TANK_WORK_REG[1],INT,Fuel Oil #7-P Tank Total,,YES,,Decimal,0,0,False,NO,16,663,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R14991,,,,,
FO_7P_TANK_WORK_REG[2],INT,Fuel Oil #7-P Tank Increment,,YES,,Decimal,0,0,False,NO,16,1989,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R14992,,,,,
FO_7P_TANK_WORK_REG[3],INT,Fuel Oil #7-P Tank Output,,YES,,Decimal,0,0,False,NO,16,663,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R14993,,,,,
FO_7S_TANK_WORK_REG,WORD,Fuel Oil #7-S Tank,,YES,,Decimal,4,0,False,NO,16,"0, 0, 0, 0",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R15240,,,,,
FO_7S_TANK_WORK_REG[0],WORD,Fuel Oil #7-S Tank Input,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R15240,,,,,
FO_7S_TANK_WORK_REG[1],INT,Fuel Oil #7-S Tank Total,,YES,,Decimal,0,0,False,NO,16,724,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R15241,,,,,
FO_7S_TANK_WORK_REG[2],INT,Fuel Oil #7-S Tank Increment,,YES,,Decimal,0,0,False,NO,16,2172,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R15242,,,,,
FO_7S_TANK_WORK_REG[3],INT,Fuel Oil #7-S Tank Output,,YES,,Decimal,0,0,False,NO,16,724,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R15243,,,,,
FO_DAYP_TANK_WORK_REG,WORD,Fuel Oil Day-P Tank,,YES,,Decimal,4,0,False,NO,16,"0, 0, 0, 0",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R15990,,,,,
FO_DAYP_TANK_WORK_REG[0],WORD,Fuel Oil Day-P Tank Input,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R15990,,,,,
FO_DAYP_TANK_WORK_REG[1],INT,Fuel Oil Day-P Tank Total,,YES,,Decimal,0,0,False,NO,16,2841,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R15991,,,,,
FO_DAYP_TANK_WORK_REG[2],INT,Fuel Oil Day-P Tank Increment,,YES,,Decimal,0,0,False,NO,16,8524,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R15992,,,,,
FO_DAYP_TANK_WORK_REG[3],INT,Fuel Oil Day-P Tank Output,,YES,,Decimal,0,0,False,NO,16,2841,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R15993,,,,,
FO_DAYS_TANK_WORK_REG,WORD,Fuel Oil Day-S Tank,,YES,,Decimal,4,0,False,NO,16,"0, 0, 0, 0",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R16490,,,,,
FO_DAYS_TANK_WORK_REG[0],WORD,Fuel Oil Day-S Tank Input,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R16490,,,,,
FO_DAYS_TANK_WORK_REG[1],INT,Fuel Oil Day-S Tank Total,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R16491,,,,,
FO_DAYS_TANK_WORK_REG[2],INT,Fuel Oil Day-S Tank Increment,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R16492,,,,,
FO_DAYS_TANK_WORK_REG[3],INT,Fuel Oil Day-S Tank Output,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R16493,,,,,
LM_1P_TANK_WORK_REG,WORD,Liquid Mud #1-P Tank,,YES,,Decimal,4,0,False,NO,16,"0, 0, 0, 0",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R16990,,,,,
LM_1P_TANK_WORK_REG[0],WORD,Liquid Mud #1-P Tank Input,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R16990,,,,,
LM_1P_TANK_WORK_REG[1],INT,Liquid Mud #1-P Tank Total,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R16991,,,,,
LM_1P_TANK_WORK_REG[2],INT,Liquid Mud #1-P Tank Increment,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R16992,,,,,
LM_1P_TANK_WORK_REG[3],INT,Liquid Mud #1-P Tank Output,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R16993,,,,,
LM_1S_TANK_WORK_REG,WORD,Liquid Mud #1-S Tank,,YES,,Decimal,4,0,False,NO,16,"0, 0, 0, 0",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R17490,,,,,
LM_1S_TANK_WORK_REG[0],WORD,Liquid Mud #1-S Tank Input,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R17490,,,,,
LM_1S_TANK_WORK_REG[1],INT,Liquid Mud #1-S Tank Total,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R17491,,,,,
LM_1S_TANK_WORK_REG[2],INT,Liquid Mud #1-S Tank Increment,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R17492,,,,,
LM_1S_TANK_WORK_REG[3],INT,Liquid Mud #1-S Tank Output,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R17493,,,,,
LM_2P_TANK_WORK_REG,WORD,Liquid Mud #2-P Tank,,YES,,Decimal,4,0,False,NO,16,"0, 0, 0, 0",GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R17990,,,,,
LM_2P_TANK_WORK_REG[0],WORD,Liquid Mud #2-P Tank Input,,YES,,Decimal,0,0,False,NO,16,0,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R17990,,,,,
LM_2P_TANK_WORK_REG[1],INT,Liquid Mud #2-P Tank Total,,YES,,Decimal,0,0,False,NO,16,183,GE IP Controller,{98D70480-4881-11D4-9F26-0050DA19DE4A},%R17991,,,,,
